153	-1063	-285	
65	-1071	-267	
-183	-1039	-291	
-399	-935	-271	
-631	-807	-235	
-1007	-551	-121	
-1071	-343	7	
-839	-191	145	
-255	-231	231	
337	-207	217	
777	-103	115	
857	33	-29	
641	217	-97	
241	385	-117	
-223	417	-119	
-615	193	-149	
-839	-183	-169	
-935	-471	-169	
-751	-775	-189	
-463	-999	-215	
-223	-1111	-271	
-223	-871	-299	
-503	-655	-267	
-871	-447	-177	
-1047	-367	-55	
-975	-311	69	
-807	-359	157	
-503	-463	213	
-207	-415	245	
177	-327	237	
601	-231	173	
801	1	65	
713	217	-65	
161	433	-113	
-247	401	-113	
-655	161	-141	
-919	-215	-151	
-831	-503	-201	
-567	-655	-249	
-351	-751	-267	
-287	-807	-269	
-247	-919	-279	
-199	-1167	-287	
-199	-1191	-303	
-295	-1055	-275	
-327	-1039	-251	
-399	-1007	-227	
-535	-951	-217	
-759	-743	-197	
-847	-711	-155	
-935	-655	-125	
-959	-623	-111	
-999	-583	-95	
-991	-559	-81	
-1015	-559	-69	
-999	-519	-73	
-1015	-471	-69	
-1031	-431	-67	
-991	-383	-113	
-959	-327	-129	
-919	-215	-153	
-895	-175	-175	
-767	-143	-219	
-671	-87	-243	
-503	-47	-267	
-359	-31	-269	
-207	25	-267	
-47	1	-271	
1	-31	-277	
65	-79	-275	
121	-39	-267	
105	-15	-271	
73	-7	-263	
81	1	-273	
105	-15	-271	
97	-31	-269	
113	-15	-265	
137	-31	-275	
153	-47	-277	
153	-87	-283	
161	-143	-287	
161	-159	-285	
177	-151	-281	
177	-431	-301	
137	-447	-305	
169	-407	-303	
169	-407	-299	
161	-407	-301	
153	-399	-297	
177	-415	-297	
161	-423	-301	
177	-407	-301	
193	-407	-303	
161	-415	-301	
169	-439	-303	
169	-495	-301	
169	-503	-299	
193	-495	-297	
185	-487	-303	
169	-495	-297	
169	-471	-303	
169	-495	-303	
193	-503	-303	
161	-495	-303	
185	-487	-301	
193	-471	-299	
161	-495	-299	
177	-479	-301	
145	-479	-305	
209	-471	-301	
209	-479	-303	
193	-487	-307	
177	-495	-303	
185	-479	-295	
177	-487	-297	
185	-495	-301	
177	-471	-301	
185	-487	-305	
161	-487	-301	
169	-487	-303	
161	-487	-301	
177	-479	-303	
169	-479	-297	
185	-479	-297	
185	-487	-305	
193	-495	-297	
185	-495	-301	
193	-487	-299	
185	-479	-295	
177	-487	-301	
185	-495	-299	
169	-511	-297	
169	-487	-297	
161	-479	-297	
